Name,Department,Rating,Difficulty,Would Take Again %,Total Ratings,Courses Taught,Review 1,Review 2,Review 3
"Akeela Careem","English",4.2,3.2,80,5,"EXPOS101","Q:2/D:4/G:B+ — expos is hard class and this professor is decent","Q:5/D:3/G:B — Prof Careem was great. She is very accommodating and cares about her students. She's a tough grader but only because she has to be since she can only use one rubric. Gave me extra time on every one of my essays. Essays are tedious and a pain but expos sucks no matter who the prof is.","Q:5/D:2/G:A — Excellent instructor for Expos. Very caring & sweet person, made attending class pleasant even if the time went by slow. Provides adequate feedback on papers, and always creates opportunities for students to get help on their writing. Encourages open discussion regarding assigned works, and often le"
"Gang He","Information Technology",3.5,3.3,50,4,"CS101|CS102|ITI210","Q:4/D:4/G:C+ — Professor He is a good professor! This class requires a lot of time and self-practice. The 3-hour lecture is not enough to learn what you need to understand the material. He throws in trick questions on the quizzes, but they're easy to spot if you understand the concept. He does not offer extra cred","Q:5/D:3/G:N/A — Great professor. Love him. He's amazing.","Q:3/D:2/G:A — Tests are written very vague, he puts questions to try to trick you. If you have a good foundation of CS the class isnt hard. He is a fine teacher, goes through everything thoroughly. Attendance counts towards grade. Not much of a curve for the class. Very decent teacher, not too hard"
"Dane Spudic","Communication",5,1,100,3,"MEDIA102|MEDIAPOPCULTURE","Q:5/D:1/G:A — Very easy class with this professor. The Canvas page was well organized with the weekly modules we had to complete. Modules can be easily completed within an hour or two alongside weekly discussion posts. Always open to answering questions or concerns, especially for media analysis papers. Straight-","Q:5/D:1/G:A+ — Dane is one of the best professors I've ever had, truly. You can really tell that he cares about his students. 10/10 recommend!","Q:5/D:1/G:A+ — Dane is one of the sweetest professors at Rutgers. You can tell he really cares about his students and is very understanding about personal issues. I took this in the winter and we were given quizzes with 4 questions and we had 3 tries, 200 word discussion posts, 4 EC assignments, MC midterm, and MC"
"Tuna Artun","History",4.4,2.2,92.8571,32,"01506101|01508304|HIS101|HIS508410|HIS510|HIST101|HIST304|HIST410|HISTBYZANTINE|HST508304|OTTO304|WH101","Q:5/D:1/G:A — I took all of his classes. I love listening to his lectures. He is very clear and consise, with relevant information being known for exams. His exams are super easy. He also provides time in class to study and has study guides. Just the best history professor at Rutgers.","Q:4/D:2/G:A — I took History of the Byzantine Empire, the class is graded on a few exams and papers (which are not even, they were a paragraph each) so doing bad on one of these could lead to a bad grade. Also some of the material he covered in class, that was on the exams were not on the study guides, so be care","Q:5/D:1/G:A+ — This class was so easy it's almost laughable. The content was really digestible and Professor Artun made it interesting - he was super passionate about the material, there was no reading, and as long as you took relatively detailed notes on lectures you'd do swimmingly. Exams super easy."
"Kathryn Blakely","English",4.7,2.9,96.4286,28,"ENG201|ENG202|ENG328|ENG359|ENG359201|ENG359202|EXPO103|EXPOS101|EXPOS103","Q:4/D:3/G:A — She's a very nice professor who cares about student's growth. Very accessible outside of class, and responds to email back very quick. The readings were kind of repetitive, so it was boring to write about it in different contexts. She gives good feedback if you ask. Very tough on grading Essays, and","Q:1/D:1/G:Not sure yet — All of her reading materials are about gender study, which is a DISASTER for everyone not interested in the topic. At a first glance, they are logically chaotic and filled with abstract metaphors. After taking MUCH time to read them, I found they are absolutely NONSENSE! And of course, it was PAINFU","Q:5/D:3/G:B — I had this professor for my EOF experience and I loved her! She is amazing! She listens to the students needs and actually talks about topics that interest students! 100% recommend!"
"Eric Gelsomin","Accounting",5,3.2,100,5,"MANAGACCT275","Q:5/D:3/G:B — Managerial Acc is a course that many people struggle with, yet prof gelsomin made it very easy to succeed. He offers a lot of help such as dropping 3 lowest hw grades, dropping one of the lowest quizzes, and also curves the exams. He also gives review packets before every exam that are extremely hel","Q:5/D:3/G:Not sure yet — He is a very kind professor who tries to keep his students engaged. Recitations are super helpful. Gets exam grades back to you very fast.","Q:5/D:4/G:Not sure yet — ManagAcc is one of those classes you'll hear that a lot of RBS students fail, but he knows this class is hard and will do everything to help you. Literally everything he offers is helpful and he'll try his best to not bore you. If you're looking to pass this class I suggest him, everyone who seemed "
"Micah Hillis","Social Work",5,2,100,3,"SOCW500|SWP1-SWP2","Q:5/D:2/G:N/A — Had Dr. Hillis for SWP1 & 2. Almost everyone from our SWP1 class took him for SWP2, because he is THAT great! Dr. Hillis is an amazing lecturer. He is inspirational and does a great job getting students ready for the field of social work. He has tons of experience that he connects to class content. ","Q:5/D:2/G:A — He is beyond understanding when it comes to extreme personal challenges. Class held for full length of time. My class liked him so much we all signed up for his section in the spring. If you come to class, participate, and do your work you will learn a ton and have no problems succeeding.Brings lots","Q:5/D:2/G:A — Prof. Hillis has vast amounts of expertise and experience for his age. He was always prepared to bring real life examples to the class. This was my favorite class so far at rutgers and I went undergrad and now am in a masters program. I am planning on taking him next semester too!"
"Aldiyar Mukhatzhanov","Geology",4,3,50,2,"201","Q:3/D:5/G:A — I thought this would be an easy class. Absolutely not. Weekly quizzes are so specific and difficult (and timed). There is SO MUCH MATERIAL. Toward the end, he started giving us more opportunities to improve our grades probably because people were failing. Would not recommend this class unless you ca","Q:5/D:1/G:A — Mukhatzhanov was great! 201( Earthquakes and Volcanoes) was an online course this summer, asynchronous, and he made it fun and super interesting! He was always available via email, gave tons of extra credit, and good feedback on your submissions( you had to write about  things that were pretty clear",""
"meritxell feliu ribas","Spanish",5,1,100,1,"SPANISH2","Q:5/D:1/G:A — She is 100% she is the sweetest human being on the entire planet and genuinely wants you to succeed and grades you very easily. She is literally the best Spanish 2 teacher ever and will 100% boost your GPA. The asynchronous version is a little bit of work, but it's an easy A, so take her.","",""
"Melissa Feinberg","History",2.9,3.3,70,27,"EASTEUR383|HIST101|HIST215|HIST312|HIST327|HIST394|HIST510|HUMANRIGH|HUMANRIGHTS|MG215|MODERNGIRL206|MODERNGIRL215|MODGRL215|THEMODERNGIRL","Q:3/D:1/G:Not sure yet — Very boring class and talks a lot. Barely did readings and zoned out in class but did well on exams as they were open note and we had a week to complete. Other than that pretty easy class with minimal work. Only recommend taking if you're interested as attendance counts. Very hard to get myself to g","Q:3/D:1/G:A — Although the lectures are boring sometimes, if you're interested in this kind of thing you'll be fine. Great way to fulfill a history requirement for your core. I only did like two readings and still did really good in the class. You can definitely get by without doing much work. She doesn't call on","Q:2/D:3/G:N/A — This class is literally so boring, the whole class it seems as if she basically taking at you. On discussion post she only gives out a select number of 3's . Also, the readings are so boring and long. Don't recommend."
"Haruki Eda","English",3.4,2.7,56.25,16,"EXPOS101|GEA250|GSCK310|MG108|SOC101|SOC332","Q:5/D:2/G:A+ — Nice professor.  Provides on-time feedback. It is def easy A or B+ course But he will leave rutgers next semester.  RIP for those who hasn't take it yet.","Q:5/D:2/G:A — Professor Eda, in my opinion, taught this course well. Though the course requires students to complete an adequate amount of reading, these readings are fulfilling and can be applied to our understanding of real-world issues. As an individual, Professor Eda is very understanding and knowledgable. I ","Q:4/D:1/G:A — He's a really kind prof and is always open to giving extensions as long as you communicate. The class is a good amount of reading and writing, so if that's something you're not comfortable with, I wouldn't recommend taking the class. Grades are based on discussion and reflection posts + quizzes. Ove"
"Ann Medinets","Accounting",2.7,3.5,50,14,"010272|ACC272|ACCOUNTING|ACCOUNTING272|ACCT101|ACCT204|ACCTNG|FINANCIALACCNT|MANAGERIALACC|MANAGERIALACCT|MANGACC204|MGRACC204","Q:3/D:3/G:B — Prof. Medinets is a very caring professor. Her lectures can be somewhat boring, but the concepts aren't too hard to grasp, and she is willing to meet outside of class. All the hw is online and due the day of the three exams. DO NOT PROCRASTINATE IT!! The homework is very time-consuming, so she gives","Q:1/D:3/G:A — My group had tons of meetings with the preforessor to show our work, incluing report and even went through once the presentation. Professor does not seem welling to give her suggestions. We thought she liked less word and animations we made for the PPT. She ended up giving low score compaling it was","Q:4/D:4/G:A — It is not impossible to get an A, but she makes you work for it. 3 exams, lots of homework, clicker questions, and attendance. Must study for tests but if you do poorly on the them the homework will help boost up your grade since it is work 20%."
"Purusottam Mookerjee","Engineering",3.9,3.2,66.6667,6,"DYN401|MAE401|MAE422","Q:4/D:2/G:A — Lectures would run slow and got monotonous at times. DSC isnt an easy class but he only tested on essentials & it was clear what to expect on assignments. Straight forward class, make sure to pick a good partner for hw & project. Start early on projects. He is helpful in office hours. Can be condesc","Q:5/D:5/G:N/A — Good teacher doesn't see them selfs as speakers with a passive audience they need to impress, nor they view their interest is important. Instead, professor Purusottam Mookerjee really sees him as a guide and helping others to learn. and that's why: we should protect him at all cost","Q:4/D:4/G:A — I thoroughly enjoyed taking Orbital Mechanics and Control Theory with my main man Mooks. I would say his style of teaching is pretty straightforward, as his exams closely follow the homeworks and the material presented in class. Easy? I'd say no, but think about it: An easy class doesn't have you le"
"M.A.R Habib","English",4.3,3.5,100,6,"50350238A1|ENG223","Q:5/D:3/G:A — Easy going professor, the class is not very difficult, but there is a journal entry before every class. Make sure you make the journal entries detailed as that's what he grades them on. Turning things in on time is important because he locks the assignment after the due date. Its a good course to ta","Q:5/D:4/G:B — An excellent course and an excellent professor; but he makes you do the work. BUt he also is helpful if you have problems.","Q:5/D:3/G:B+ — A great professor. He was very fair in giving and grading online assignments and very considerate of my situation. One of the best professors I have ever had."
"Jermaine Monk","Social Work",3,3.2,66.6667,5,"RESRCHMETH1|RSH1|SW220","Q:1/D:4/G:B — The start of the semester was okay but after the first three weeks, it started to go significantly downhill. I understand he has an obligation at another school but it has impacted ALL of my peers in two of the classes he's responsible for. Overall DO NOT TAKE HIM if it isn't mandatory and if you mu","Q:5/D:2/G:A — Never followed the syllabus which makes it impossible to pass if you don't attend. What he did lecture on was all really important and gave insight into the reality of being a social worker. Loves to talk about the child welfare system. Ask a lot of questions. Exams are made by the department and no","Q:4/D:4/G:A — Great professor straightforward"
"Stacy Klein","English",4.4,2.5,100,18,"BS32|CHAUC321|CHAUCER|ENG321|ENG411|ENG412|ENG422|HOSEM496|LIT303|OLDENG412|OLDENGLISH|OLDENGLISH411","Q:5/D:1/G:A — Professor Klein is super caring and wants her students to succeed. She answers emails in a timely manner and makes sure that you have everything you need to excel at submitting your prospectus for the English honors program. I absolutely loved to listen to her speak about writing, and I definitely r","Q:5/D:3/G:B — Professor Klein is one of a kind! She's caring, extremely entertaining, and informative. She's a bit quirky though it makes her all the more approachable and understanding. You can tell shes been in the biz a long time and deeply cares for her students, the material, and that it's not for everyone. ","Q:4/D:3/G:N/A — Awesome professor with very high energy during lectures. I wish we would have done more hands Ind with retaining the language."
"Vanessa Vieites","Psychology",3.5,2,71.4286,14,"GENPSY101","Q:2/D:4/G:A — I pretty enjoyed staying in my home for the lecture time and would like to recommend anyone who does not wanna learn anything (That's meee) The test is really hard and spent so much time studying but I got B for the first exam (don't ever thinking of cheating since it is online. No way to search for","Q:3/D:1/G:A — Attendance is not mandatory and her lectures are available on canvas. There are many quizzes but all are open notes including all 3 exams (open for a week after that no exceptions or extensions). The final is optional. As long as everything is done on time there is no need to worry. If attending cla","Q:3/D:1/G:B — She is a nice professor but doesn't really make the lectures interesting. I went to the first few lectures and stopped because the lectures are read from the slides, which are posted. The exams are simple as long as you keep up with the reading and don't only rely on your notes."
"Aaron Tussing","Social Work",5,3,100,2,"PSY507","Q:5/D:3/G:A — I took a course with Professor Tussing for my MSW program (Clinical Assessment & Diagnosis). He gives clear instructions, checks in weekly through announcements, and is a fair grader. He helped us prepare for exams and gave great feedback on assignments. He answered questions promptly and was always","Q:5/D:3/G:A — I am currently taking Psychopathology (online) with Professor Tussing. He is very knowledgable and clearly experienced in the area. He assigns a manageable work load that is not overbearing and is very fair in his grading. He is responsive to student questions and clear about his expectations. I've ",""
"Ariela Parisi","Spanish",4.8,2.8,100,10,"SPA131|SPAN131|SPAN132|SPANISH131","Q:3/D:3/G:B+ — I took her for 334. She's a nice professor who expects a lot of participation and is very tough on grading essays. She will reach out on email if she sees that you're not participating, or doing the readings. She gives a lot of feedback on the essays and likes to talk about her life before class. Ov","Q:5/D:2/G:A — She's an amazing professor-my class agrees! Helpful, inspiring, open-minded, and very knowledgeable in teachings Accessible/helpful to students and left constructive comments Kind + helped us grow in our academic abilities Grades fairly  Course was interesting as elected literature was unique and im","Q:5/D:2/G:A — She is literally the nicest professor ever. I took her asynchronously so we didn't have much interaction but it was just clear she cared about the students and wanted everyone to do well. Very easy to get an A in this class if you do all the homework which is a lotttt. We needed to talk with student"
"David Bordelon","English",4.7,3.3,100,3,"EXPOS101","Q:5/D:4/G:A — He truely cares that his students do well. However, he is an extremely tough grader. He will give you good feedback but it is almost impossible to get an A on any of the papers. As long as you show steady improvement in your writing ability, you will get an A regardless of actual paper grades.","Q:5/D:3/G:B+ — dr. b was really such a good prof, he made good dad jokes. there were 4 papers and 2 short essay things. getting used to the work was a bit tough but it wasn't so bad after the 2nd essay. he gave really good feedback and did a bunch of revision exercises that helped my writing. overall a pretty cool","Q:4/D:3/G:B — Dr. Borderlon was truly a great professor. I had him for my very first semester at Rutgers. He gave really good feedback on my papers that I used to better my future papers! I ended with a B in the class, and if I had to do it over again, I would definitely have him has my professor. He cares about "
"Gregg Rossetti","Music",4,2.3,50,3,"MUS103|MUS105","Q:5/D:2/G:A — Professor Rossetti is an amazing professor! His lectures are fun and informative. He graded the projects and quizzes fairly. He lets you know exactly how to prepare for the quizzes, too. He's really passionate about music and loves teaching it. I learned so much from this class and I highly recommen","Q:2/D:3/G:C — He's passionate about what he teaches/makes lectures interesting but I felt like most of the assignments we were kinda left to teach ourselves after he goes over it once in class (working on a DAW can be really confusing for beginners so once really isn't enough) I seeked extra help but he doesn't h","Q:5/D:2/G:A — He's honestly one of the better professors I've had. He loves music so you're going to love music. Even though the class was at 9am he never failed to be energetic and passionate about the stuff he was teaching. All around great professor, all you have to do is try and you'll get an A."
"Rohan Khan","Chemistry",5,4.5,100,2,"128|CHEM307","Q:5/D:5/G:A — Best recitation Professor I've ever had. Made the class material way less intimidating","Q:5/D:4/G:A — Very good teacher! Very approachable",""
"Ann Jurecic","English",2.7,3.9,50,9,"293|CRWRNFIC|ENG393|ENG437|INTERDIS295|NONFIC305|NONFICT|NONFICTION305","Q:5/D:3/G:A — Just do the work you'll do fine, make sure to not skim the readings, but its alot of contemporary and its interesting material easy to read","Q:5/D:4/G:A — Took for for Interdisciplinary Sem: Health, Medicine, and Literature a lot of reading (like 5 books and a bunch more short pieces) but she definitely knows the field bc every text is super interesting! Very great class, great topic. A writing heavy class, but nothing unexpected. Highly recommend","Q:1/D:5/G:Rather not say — Don't ask questions she doesn't have answers to. She will openly humiliate you and then threaten you about your papers not on par, although she has given above B grades till that moment. She is always 'available'  but she won't even listen to the questions after that one question, so be wary."
"Raffaele Ralph Gigliotto","Communication",4.4,3.1,83.3333,8,"APR390|COMM380|EXPLDRSP372","Q:3/D:3/G:B — I took this class for a degree requirement, and was disappointed. I found this professor to be very cringey and difficult to listen to. His lectures felt like reiteration of the same 5 sentences all semester.","Q:5/D:2/G:A — GREAT PROFESSOR! App to leadership is such a great class to take. I learned so much! you don't have many assignments at all. Lectures are small and easy to follow! I would recommend to everyone.","Q:5/D:3/G:Not sure yet — Awesome professor. Took him to fulfill the SAS core, and I really enjoyed the class, even though I thought I wouldn't. I think the topics we got made me really enjoy the class because it was mostly about something you liked."
"Ziming Shi","Mathematics",2.3,4.2,30.7692,39,"CACL151|CALC151|CLAC151|MATH151|MATH354|SHI01658","Q:5/D:2/G:Incomplete — I didn't take calc151, I took calc244 but can't the choice. I was worried when I saw the review before taking the class. It turns out very different. He explains the material very well and is open to questions. He made the exams VERY EASY and as lecture coverage, it was very nice to make our lives e","Q:5/D:3/G:N/A — Dr. Shi is a great teacher and shows his enthusiasm in math. He wants his student to learn.","Q:1/D:3/G:N/A — Don't take him for any class, just trust the reviews"
"Yasmine  Khayyat","Literature",4.3,2.3,71.4286,8,"MIDEASTLIT|WARLIT01|WARLITARAB346","Q:5/D:3/G:A+ — My favorite professor!!! She is extremely passionate about her subject and will offer help whenever needed.","Q:5/D:1/G:A — Great professor, very nice and easygoing. Class was a lil intimidating at first but it was very educational and engaging. Honestly felt smart just hearing her talk. Very generous grader and you actually learn in the class. the bad reviews were prolly just lazy students, the workload is manageable. w","Q:5/D:2/G:A — Loved her class. She was nice and passionate. Such an easy grader as well. just discussions about readings and essays. final is at home, mid term in person, and in person presentation. her class was very interesting and engaging!"
"Richard Remsing","Chemistry",5,3,100,1,"CHEM328","Q:5/D:3/G:A — Amazing professor. Had him for physical chem 2. His tests were very fair. If you show up to every lecture and stay on top of the work, its not hard to get an A. You will struggle if you try to cram.","",""
"Johanna Almiron","American Studies",5,2.6,100,16,"INTROAMER101","Q:5/D:3/G:N/A — Professor Almiron is one of the best professors I had so far! She strives to make the content fun and exciting by incorporating music, art, and current events to engage her students. She truly cares about each and one of her students and wants to learn/integrate different ways to encourage learning.","Q:5/D:3/G:N/A — All time nice professor. Really cares about her students & the material.","Q:5/D:3/G:Not sure yet — Professor Almiron is very dedicated in her work and wants to see all her students do well. She is very understanding and open to helping her students. She makes her lectures as enjoyable as possible and keeps her students engaged."
"Michael Schoenberger","Business",3.1,3.7,100,16,"FINAN435|INVANLY|LEGALENVI|REAESSECT|REAL435|REALEFIN|REALEST|REALESTA|REALESTATE|REALESTATEFIN|REALFIN|SPCTP01","Q:5/D:4/G:B — This professor is very tough and I wanted to drop the class on the first day but I stuck with it and started to grow a liking for him. Homework is required in this class and if you don't know what you are talking about he will call you out. This class is NOT an easy A but you will definitely learn a","Q:5/D:3/G:N/A — He is a great professor who really knows his stuff, and is always willing to help. The class is tough and you need to stay on top of all the work, but you will learn a great deal","Q:5/D:1/G:N/A — Excellent Professor. Learned so much from him.He is not as tough as his reputation"
"Anjali Nerlekar","Literature",4.7,2.4,60,13,"013331|AMESA331|CARTOIMPULSE|CROSS201|HONORSSEMINAR|INDOCARIBBLIT|MOD249|SALIT221","Q:5/D:1/G:B+ — This teacher was for Translation Studies to fulfill my Comparative Lit requirement, one of the most passionate and driven teachers I have had at Rutgers. Great to chat with outside of class and in class. Loves hearing others opinions, show up and listen the class is a breeze. Need more professors li","Q:4/D:3/G:B+ — She is a good professor but she has a MAJOR left wing bias. I mean she is so left that she was literally defending pedophilia. She despises right wing politicians so get ready for that. Other than that great class and good time","Q:5/D:3/G:Not sure yet — One of the best Professors at Rutgers. She truly cares about her students and is very knowledgeable about the material she is teaching. She made me want to learn more about South Asian literature and would love to take her again. PLEASE TAKE HER CLASS YOU WON'T REGRET IT!"
"Todd Nicewonger","Anthropology",3.1,2.3,50,8,"070101|ANTH195|ANTHRO101","Q:2/D:1/G:A — He will say 'sort of' a million times. super easy class. there are in class engagements that count for attendance but he will basically give you the answer. all exams were online. did none of the reading and took barely any notes and passed the class with a high grade. would recommend of you can han","Q:4/D:3/G:A- — Super nice but boring during lecture. He helps his students a lot and answers emails fast. He uses the book to make tests and does random worksheet attendance checks, just for completion, but drops two at the end of the year.says sort of a lot. very nice grader. not a lot of graded work, just one pr","Q:3/D:2/G:B+ — nice guy, says 'sort of' so many time. random attendance checks. boring lectures. book helps for tests. three tests and one project. confusing instructions. likes to go on rants about anthropology and his works and fashion. Spends a lot of time on slides with pictures but not a lot on the ones with "
"Endia Hayes","Sociology",4.7,2.3,66.6667,3,"EXPOS|SOC09950|SOC222","Q:5/D:3/G:A — Professor Hayes was a great professor for expository writing. She's super caring and always took the time to give good feedback on essays. When I was sick, she was very accomodating and gave me an extension for my paper. She expects good writing from all her students, but she also gives us the tools","Q:4/D:3/G:B+ — quizzes and exams are worded very confusing and weekly discussion posts are annoying with lots of reading. Long lectures, basically read off the slides. Pretty easy class to pass.","Q:5/D:1/G:A — Endia Hayes was one of the best professors I ever had. There are weekly discussion posts that are very easy and the final and midterm exams were more than doable. all in all, take her regardless of your major or minor. you won't regret it."
"Bingxiao Wu","Economics",3.9,2.8,76.9231,19,"ECON316|ECON320|ECON417|ECON433|HEAECON|HEALTH220316|HEALTH433|HEALTHECON|INTMICRO220","Q:5/D:3/G:A — Very nice professor and always willing to help if you have any questions. I highly recommend taking the class because it's not a hard class and you actually learn in-depth about how American healthcare systems runs.","Q:5/D:3/G:A — There are three exams in her class, and she will post review questions before each exams. If you go to review session, you will get a good grade because she will teach you how to solve review questions. And the exam questions are very similar to the review questions. 30% for mid1, 30% for mid2, 30% ","Q:4/D:3/G:B+ — Exams are kind of hard, ngl, because it's around 7 short answers with graphs and then 10 T/F within 2 hours, open-notes. The short answers are the most difficult but going through her lectures and powerpoints help. 10 discussions, extremely easy, graded on completion. I got a B+ only because I misse"
"Gary Minkoff","Business",5,3.3,100,4,"ENT382|ENTRE360","Q:5/D:4/G:B+ — Amazing professor that cares a lot about his students and wants everyone to succeed. That being said, he is still a tough grader so make sure you do your best work. His classes are great because the first half of the semester you learn material and the second half you get to apply your knowledge to ","Q:5/D:3/G:N/A — Intro to Entrepreneurship is a great course that everyone with an interest in business should take. Minkoff is a fantastic professor that ties in his own unique entrepreneurial experiences into the course. He also loves to help out students outside of class, pushing them to be even better entreprene","Q:5/D:3/G:A — I highly recommend taking professor Minkoff's class. Not only is he super insightful and has amazing stories, he genuinely cares about his students and is available after hours for help. The project we get to do is really fun and doesn't feel like work, its cool creating your own company. One of the"
"Jerome Bowers","Humanities",5,1,100,1,"CCC","Q:5/D:1/G:A — Mandatory Honors College course, disliked it (requirement to be removed). Dean Bowers is calm, understanding, but also makes sure people are engaged. Final project was an op-ed article instead of usual True Inclusion project. Expected to present (annoying but reasonable, given that no other work exi","",""
"Robin Leichenko","Geography",4.7,2.2,100,6,"450370|BYRNE|GEOGRAPHY370","Q:5/D:2/G:A — For an upper-level class, she is very laid-back. understands students are busy and does not give homework except for one paper/project that is also laid-back. her exams are fine, make sure to look over lectures and participate in discussions","Q:5/D:3/G:A — Robin Leichenko is one of the best professors I met .The lectures are never boring . She's passionate about the subject ,and about helping students make the best of the class and succeed . As far as I know, a lot of students got good grades(b and higher).","Q:5/D:2/G:N/A — She is an amazing women because she understands the fact that, a professors job is to make sure they do anything and everything in their power to have their students succeed. She is extremely understanding, and shows compassion. Honestly one of the only profs I've had that truly cares about her stud"
"Jozsef Borocz","Sociology",3.3,3.7,57.1429,22,"SEM422|SOC101|SOC313|SOC316|SOC370|SOC392|SOC920|SOCIO313|SOCIO375|SOCTHEORY313|WORLDSYSTEMS","Q:5/D:3/G:A — I took Professor Borocz this semester for Social Theory. He is brilliant and intelligent; very knowledgable about a variety of subjects and cultures. IMO he assigned grades fairly. There is a lot of work, so be forewarned, but the material is not hard to grasp and the essay prompts were enjoyable! J","Q:1/D:4/G:Not sure yet — Professor Borocz seems to know a lot about the courses he teaches but he is not a good teacher. The assignments he gives have very vague directions but he has very specific goals for what he wants your response to be. He is a tough grader on those responses as well. He's kinda rude, doesn't care if ","Q:2/D:4/G:B — The professor grades no assignments throughout the whole semester so you pretty much don't know what you have in the class. I've emailed him multiple times to ask a question and he didn't seem to know the answer or care enough. Not your usual sociology professor and was inconsiderate. He just had us"
"Aveen Rasol","Microbiology",4.4,3.2,87.1795,39,"GENMICRO390|GENMICROBIO390|GENMICROLAB390|GM390|MIC390|MICRO390|MICROBIO202|MICROBIO390|MICROBIO680","Q:5/D:2/G:Not sure yet — Aveen is an amazing TA for gen microbiology lab! She makes every student feel appreciated and explains concepts multiple times to make sure you understand the reasoning. Aveen does not rush students during experiments unlike other lab instructors. She is always willing to help outside of lab hours. ","Q:5/D:3/G:B — Aveen was a great TA. She always made sure to answer our questions, both in person and through email. She grades fairly and makes sure you understand the material, especially by guiding us throughout the labs. Aveen made the class fun and interesting; I highly recommend taking her lab!","Q:5/D:3/G:B — It was great having Aveen for the lab component of the course. She is kind, caring, and a fair grader who gave the best feedback to help you improve. She was always prepared to answer any questions and help anyone who needed it."
"Amanda Agan","Economics",4.8,2.6,100,13,"CJ307|CRIM307|ECON320|ECON322","Q:5/D:2/G:A — One of a kind. She is intelligent, engaging, and invested in her student's success. She makes sure her students understand the concepts. I was scared to take Econometrics after hearing how hard a course it was, but she made it interesting and manageable. Hilarious, energetic, and passionate. I'd fol","Q:5/D:3/G:N/A — I would risk my life for this woman. She is the best I love her. She's so accommodating, and she makes the class as engaging as possible. I wish she taught every economics class at Rutgers because of how I thoroughly enjoyed her class and I usually hate econ stuff","Q:5/D:2/G:A+ — Prof. Agan was one of the best professors I've had to date. She's kind, intelligent, and understanding. She didn't make the class more difficult than necessary, and she taught the class in a very basic and easy-to-understand way. Her class policies are very lenient and she prioritizes collaborative "
"Mike Opal","English",4.4,3,85.7143,7,"EXPOS101|POETRY201|RENLIT320","Q:5/D:3/G:B — Mike Opal is an awesome professor for expos and made the class very fun. It is easy to do better in this class if you start off poorly.","Q:5/D:3/G:B — It's Expos, so obviously you have to write. He allows you to write what you want and will grade you fairly (even if he disagrees with your views). Nice guy. He does not force participation. He does not give meaningless or extra assignments that I heard some other Expos teachers give.","Q:2/D:3/G:B — I had him for Expos freshman year, and he's quite nice and really will talk to you if you need it, but the grading wasn't the best. Each professor wants their papers written a certain way, and if you can't please them you won't get the A. Overall decent lecture, but I tried my best and couldn't get "
"Saul Rubinstein","Labor Studies",4.5,3,75,4,"LEC130|PER395","Q:3/D:3/G:A — Prof Rubinstein is a great guy, don't get me wrong, but he assigns so much readings and his lectures are extremely boring which was a big turn off. Unless you are actually interested in what the course has to offer, I recommend not taking it","Q:5/D:3/G:N/A — You have to read a few article relating in the Labor studies and every other week discussions post. Great lecture he keeps you engage and class is never boring. Very nice guy and care about his students, participation matters in his class but easy to do since he keep you engage. HW one week is the r","Q:5/D:3/G:A — Professor Rubinstein was awesome. We had great discussions regarding the material. He wants the students to understand the concept and uses different scenarios to teach it. Lectures were not boring at all. I'm so happy I took his class."
"Uli Kremer","Computer Science",3.9,3,71.4286,20,"198314|314|CS314|CS415|CS515","Q:5/D:3/G:Not sure yet — Sometimes his lectures can be a little hard to follow but overall, he explains everything very well. Would 100% recommend going to office hours. Once he breaks down the material in the office hours, it is very easy. The projects don't take too long and the exams are fair.","Q:5/D:3/G:A — I took Compilers with Prof. Kremer in the spring. The class was very interesting and fairly useful. Register allocator project was pretty tough. The next two were very easy. Exams were fair. Lecture notes are good but have incomplete examples filled in during lectures. He uses Piazza, which is GREAT","Q:5/D:3/G:A — Kremer is undeniably one of the best CS professors at Rutgers. His comprehension of the material and his delivery of the information is spectacular. If you go to every class and listen, you should get at least a B+ in this course. The programing assignments are very doable. Just start early and try "
"Hongbin Sun","Mathematics",4.4,2.8,100,5,"MATH152|MATH252|MATH421|MATH540","Q:5/D:4/G:A — Excellent algebraic topology lectures. Explains all the details that are handwaved in Hatcher's book.","Q:3/D:2/G:A — He was a good lecturer but often hard to understand. His notes are really clear and he always posts them to Canvas - super helpful! Grading wise TA's gives partial credit and work to help. Workshops are helpful, overall not bad for calc2.","Q:4/D:3/G:A — I felt professor Sun prepared me very well for the exams, and that his lectures were always organized and relevant. Sometimes he would lean a bit too far into the proofs, and he wasn't always the best at answering students' questions during lectures, but overall he teaches the material well, and he'"
"Shashikant Kotwal","Biology",4,2.7,66.6667,3,"BRL117","Q:5/D:2/G:Not sure yet — Knows what's he's doing and is really good in giving feedback","Q:5/D:2/G:A — He's so so chill and I really enjoyed having him as my T.A. FinchTV foreverrrrrr","Q:2/D:4/G:B — High-key annoying and low key annoying. Irritable. Wears the same fit every week. Hell snipe u for everything u do."
